# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 17 16:28:38 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
#
rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec
2862,Kepler-683,b,19h25m45.60s,291.439982,+37d54m20.4s,37.905656
2863,Kepler-684,b,19h23m28.92s,290.870517,+38d16m25.1s,38.273635
2864,Kepler-685,b,19h35m29.26s,293.871930,+38d25m22.6s,38.422949
2865,Kepler-686,b,19h00m51.31s,285.213807,+39d01m38.9s,39.027485
2866,Kepler-687,b,19h17m15.71s,289.315452,+39d09m11.8s,39.153285
2867,Kepler-688,b,19h38m37.26s,294.655242,+39d18m30.1s,39.308366
2868,Kepler-689,b,19h38m50.55s,294.710624,+39d31m18.3s,39.521744
2869,Kepler-69,b,19h33m02.63s,293.260938,+44d52m08.0s,44.868896
2870,Kepler-69,c,19h33m02.63s,293.260938,+44d52m08.0s,44.868896
2871,Kepler-690,b,19h37m57.58s,294.489906,+39d46m17.2s,39.771446
2872,Kepler-691,b,19h15m14.88s,288.812003,+40d02m00.2s,40.033398
2873,Kepler-692,b,19h39m06.44s,294.776840,+40d09m13.5s,40.153738
2874,Kepler-693,b,18h53m00.85s,283.253557,+40d21m29.5s,40.358196
2875,Kepler-694,b,19h24m35.88s,291.149507,+40d25m13.9s,40.420518
2876,Kepler-695,b,19h57m15.86s,299.316097,+40d49m20.5s,40.822362
2877,Kepler-696,b,19h33m59.19s,293.496610,+41d08m15.3s,41.137592
2878,Kepler-697,b,18h55m27.45s,283.864390,+41d20m47.2s,41.346458
2879,Kepler-698,b,19h14m02.40s,288.509997,+41d18m06.4s,41.301769
2880,Kepler-699,b,19h47m33.17s,296.888201,+41d23m45.9s,41.396091
2881,Kepler-7,b,19h14m19.56s,288.581516,+41d05m23.3s,41.089800
2882,Kepler-700,b,19h08m37.03s,287.154300,+41d33m56.8s,41.565788
2883,Kepler-701,b,19h15m58.60s,288.994182,+41d37m59.8s,41.633278
2884,Kepler-702,b,19h35m30.75s,293.878112,+41d39m42.4s,41.661770
2885,Kepler-703,b,19h56m44.85s,299.186861,+41d44m33.7s,41.742682
2886,Kepler-704,b,18h53m15.93s,283.316391,+41d50m13.6s,41.837120
2887,Kepler-705,b,19h18m02.04s,289.508502,+41d48m43.6s,41.812107
2888,Kepler-706,b,19h27m02.50s,291.760406,+41d56m38.7s,41.944077
2889,Kepler-707,b,19h20m01.82s,290.007570,+42d06m59.3s,42.116459
2890,Kepler-708,b,19h35m15.95s,293.816466,+42d12m45.0s,42.212498
2891,Kepler-709,b,19h28m25.25s,292.105207,+42d22m49.1s,42.380318
2892,Kepler-710,b,19h27m51.40s,291.964161,+42d41m46.1s,42.696144
2893,Kepler-711,b,19h49m50.40s,297.460015,+42d50m23.7s,42.839924
2894,Kepler-712,b,19h39m38.34s,294.909734,+42d56m06.9s,42.935261
2895,Kepler-712,c,19h39m38.34s,294.909734,+42d56m06.9s,42.935261
2896,Kepler-713,b,19h42m36.36s,295.651502,+43d01m47.4s,43.029831
2897,Kepler-714,b,18h50m47.89s,282.699531,+43d16m21.9s,43.272743
2898,Kepler-715,b,18h54m31.38s,283.630767,+43d22m45.8s,43.379398
2899,Kepler-716,b,19h21m34.37s,290.393214,+43d21m50.0s,43.363899
2900,Kepler-717,b,19h31m51.73s,292.965535,+43d20m47.0s,43.346390
2901,Kepler-718,b,19h58m14.85s,299.561877,+43d30m12.8s,43.503559
2902,Kepler-719,b,19h42m08.67s,295.536136,+43d53m04.0s,43.884453
2903,Kepler-720,b,19h54m32.56s,298.635649,+44d10m15.4s,44.170944
2904,Kepler-721,b,18h57m43.32s,284.430506,+44d28m49.9s,44.480534
2905,Kepler-722,b,19h21m03.19s,290.263285,+44d33m23.2s,44.556450
2906,Kepler-722,c,19h21m03.19s,290.263285,+44d33m23.2s,44.556450
2907,Kepler-723,b,18h59m19.31s,284.830468,+44d39m29.3s,44.658142
2908,Kepler-724,b,19h33m49.16s,293.454838,+44d47m34.1s,44.792797
2909,Kepler-725,b,18h55m54.60s,283.977492,+44d48m41.6s,44.811562
2910,Kepler-726,b,19h26m52.15s,291.717311,+44d53m14.3s,44.887306
2911,Kepler-727,b,19h39m23.26s,294.846908,+45d02m03.9s,45.034416
2912,Kepler-728,b,19h24m22.17s,291.092356,+45d06m55.9s,45.115528
2913,Kepler-729,b,19h05m26.43s,286.360112,+45d24m51.5s,45.414295
2914,Kepler-730,b,19h02m13.15s,285.554804,+45d34m43.9s,45.578857
2915,Kepler-731,b,19h45m34.36s,296.393174,+45d34m06.8s,45.568558
2916,Kepler-732,b,18h54m55.69s,283.732021,+45d57m31.6s,45.958771
2917,Kepler-732,c,18h54m55.69s,283.732021,+45d57m31.6s,45.958771
2918,Kepler-733,b,19h32m04.39s,293.018285,+45d54m52.9s,45.914692
2919,Kepler-734,b,19h48m10.95s,297.045638,+46d01m38.5s,46.027363
2920,Kepler-735,b,18h58m45.33s,284.688884,+46d10m20.1s,46.172249
2921,Kepler-736,b,19h01m33.92s,285.391321,+46d10m51.4s,46.180939
2922,Kepler-737,b,19h27m27.08s,291.862847,+46d25m45.3s,46.429256
2923,Kepler-738,b,19h10m16.72s,287.569664,+46d34m04.3s,46.567859
2924,Kepler-739,b,19h20m16.32s,290.067985,+46d34m44.9s,46.579140
2925,Kepler-74,b,19h32m22.21s,293.092525,+41d21m19.9s,41.355523
2926,Kepler-740,b,19h05m55.74s,286.482254,+46d41m32.8s,46.692451
2927,Kepler-741,b,19h17m43.61s,289.431703,+46d37m03.1s,46.617531
2928,Kepler-742,b,18h55m27.84s,283.866019,+46d47m22.5s,46.789589
2929,Kepler-743,b,19h42m17.80s,295.574168,+42d48m23.2s,42.806436
2930,Kepler-744,b,19h45m59.07s,296.496136,+47d10m58.3s,47.182865
2931,Kepler-745,b,19h25m59.86s,291.499430,+37d03m33.4s,37.059283
2932,Kepler-746,b,19h22m43.74s,290.682243,+37d21m18.4s,37.355117
2933,Kepler-747,b,19h13m39.96s,288.416503,+41d01m47.3s,41.029804
2934,Kepler-748,b,19h29m03.10s,292.262899,+37d14m13.2s,37.236992
2935,Kepler-749,b,19h59m35.34s,299.897230,+43d54m14.1s,43.903908
2936,Kepler-75,b,19h24m33.02s,291.137593,+36d34m38.6s,36.577386
2937,Kepler-750,b,19h16m23.25s,289.096874,+44d00m15.8s,44.004379
2938,Kepler-750,c,19h16m23.25s,289.096874,+44d00m15.8s,44.004379
2939,Kepler-751,b,19h39m22.52s,294.843831,+44d04m39.7s,44.077686
2940,Kepler-752,b,19h29m04.35s,292.268128,+37d57m20.4s,37.955654
2941,Kepler-753,b,19h27m36.79s,291.903273,+37d54m08.2s,37.902288
2942,Kepler-754,b,19h33m00.99s,293.254104,+37d50m46.3s,37.846192
2943,Kepler-755,b,19h47m26.64s,296.860998,+41d05m50.4s,41.097338
2944,Kepler-755,c,19h47m26.64s,296.860998,+41d05m50.4s,41.097338
2945,Kepler-756,b,19h22m25.91s,290.607939,+41d12m03.9s,41.201093
2946,Kepler-757,b,19h46m43.31s,296.680438,+41d23m11.5s,41.386515
2947,Kepler-758,b,19h32m20.31s,293.084606,+41d08m07.6s,41.135436
2948,Kepler-758,c,19h32m20.31s,293.084606,+41d08m07.6s,41.135436
2949,Kepler-758,d,19h32m20.31s,293.084606,+41d08m07.6s,41.135436
2950,Kepler-758,e,19h32m20.31s,293.084606,+41d08m07.6s,41.135436
2951,Kepler-759,b,19h20m31.56s,290.131501,+41d22m53.4s,41.381498
2952,Kepler-76,b,19h36m46.11s,294.192118,+39d37m08.4s,39.619003
2953,Kepler-760,b,19h10m22.37s,287.593209,+44d10m45.9s,44.179417
2954,Kepler-760,c,19h10m22.37s,287.593209,+44d10m45.9s,44.179417
2955,Kepler-761,b,19h22m00.86s,290.503604,+44d08m36.9s,44.143581
2956,Kepler-762,b,19h25m06.15s,291.275634,+47d19m46.2s,47.329491
2957,Kepler-763,b,19h28m34.67s,292.144477,+47d09m26.5s,47.157352
2958,Kepler-764,b,19h49m34.36s,297.393183,+47d09m52.7s,47.164627
2959,Kepler-765,b,18h52m44.31s,283.184612,+47d09m20.4s,47.155670
2960,Kepler-766,b,19h32m44.29s,293.184531,+37d58m11.5s,37.969851
2961,Kepler-767,b,19h26m19.00s,291.579173,+38d02m09.0s,38.035828
2962,Kepler-768,b,19h36m27.76s,294.115656,+38d23m36.5s,38.393485
2963,Kepler-769,b,19h30m51.14s,292.713101,+38d21m29.6s,38.358213
2964,Kepler-769,c,19h30m51.14s,292.713101,+38d21m29.6s,38.358213
2965,Kepler-77,b,19h18m25.91s,289.607956,+44d20m43.5s,44.345425
2966,Kepler-770,b,19h05m57.70s,286.490428,+38d22m29.7s,38.374907
2967,Kepler-770,c,19h05m57.70s,286.490428,+38d22m29.7s,38.374907
2968,Kepler-770,d,19h05m57.70s,286.490428,+38d22m29.7s,38.374907
2969,Kepler-771,b,19h09m46.58s,287.444090,+38d05m18.4s,38.088431
2970,Kepler-772,b,19h25m41.66s,291.423583,+38d12m59.7s,38.216591
2971,Kepler-773,b,19h23m32.32s,290.884667,+38d03m27.2s,38.057567
2972,Kepler-774,b,19h24m07.66s,291.031930,+38d12m43.0s,38.211956
2973,Kepler-775,b,19h25m43.99s,291.433297,+41d42m12.4s,41.703438
2974,Kepler-776,b,19h09m05.43s,287.272640,+41d38m08.0s,41.635559
2975,Kepler-777,b,18h50m53.77s,282.724059,+44d20m47.3s,44.346478
2976,Kepler-778,b,19h09m54.58s,287.477437,+44d14m15.1s,44.237514
2977,Kepler-779,b,19h02m30.85s,285.628532,+44d18m39.2s,44.310889
2978,Kepler-78,b,19h34m58.01s,293.741690,+44d26m54.0s,44.448330
2979,Kepler-780,b,18h47m03.93s,281.766389,+44d17m33.2s,44.292549
2980,Kepler-781,b,19h10m36.87s,287.653619,+47d24m53.3s,47.414811
2981,Kepler-782,b,19h15m28.38s,288.868231,+47d45m34.0s,47.759434
2982,Kepler-783,b,19h24m15.10s,291.062936,+47d29m05.3s,47.484803
2983,Kepler-784,b,19h43m40.96s,295.920663,+47d26m55.0s,47.448616
2984,Kepler-785,b,19h28m16.39s,292.068304,+38d50m32.1s,38.842261
2985,Kepler-786,b,19h34m58.55s,293.743938,+38d56m21.4s,38.939276
2986,Kepler-787,b,19h26m46.19s,291.692465,+38d34m22.5s,38.572907
2987,Kepler-788,b,19h20m00.10s,290.000414,+38d32m23.6s,38.539892
2988,Kepler-789,b,19h43m54.04s,295.975153,+38d56m47.9s,38.946652
2989,Kepler-79,b,20h02m04.11s,300.517131,+44d22m53.7s,44.381580
2990,Kepler-79,c,20h02m04.11s,300.517131,+44d22m53.7s,44.381580
2991,Kepler-79,d,20h02m04.11s,300.517131,+44d22m53.7s,44.381580
2992,Kepler-79,e,20h02m04.11s,300.517131,+44d22m53.7s,44.381580
2993,Kepler-790,b,19h07m40.11s,286.917117,+38d52m20.0s,38.872221
2994,Kepler-791,b,19h34m23.00s,293.595841,+39d01m46.1s,39.029477
2995,Kepler-792,b,19h28m01.64s,292.006813,+38d49m14.6s,38.820733
2996,Kepler-793,b,19h40m51.99s,295.216640,+38d46m27.6s,38.774343
2997,Kepler-794,b,19h12m32.09s,288.133701,+38d59m48.8s,38.996881
2998,Kepler-795,b,19h24m04.57s,291.019046,+38d32m44.1s,38.545580
2999,Kepler-796,b,19h09m13.89s,287.307857,+39d08m41.0s,39.144731
3000,Kepler-797,b,19h48m50.15s,297.208965,+41d46m54.1s,41.781708
3001,Kepler-798,b,19h29m54.77s,292.478209,+42d08m32.2s,42.142291
3002,Kepler-799,b,19h08m41.97s,287.174894,+44d52m42.9s,44.878571
3003,Kepler-8,b,18h45m09.15s,281.288118,+42d27m03.9s,42.451080
3004,Kepler-80,b,19h44m27.02s,296.112564,+39d58m43.6s,39.978779
3005,Kepler-80,c,19h44m27.02s,296.112564,+39d58m43.6s,39.978779
3006,Kepler-80,d,19h44m27.02s,296.112564,+39d58m43.6s,39.978779
3007,Kepler-80,e,19h44m27.02s,296.112564,+39d58m43.6s,39.978779
3008,Kepler-80,f,19h44m27.02s,296.112564,+39d58m43.6s,39.978779
3009,Kepler-80,g,19h44m27.02s,296.112564,+39d58m43.6s,39.978779
3010,Kepler-800,b,19h06m17.96s,286.574823,+44d47m42.7s,44.795204
3011,Kepler-801,b,19h04m18.06s,286.075243,+44d39m52.7s,44.664639
3012,Kepler-802,b,19h04m03.81s,286.015855,+45d00m28.0s,45.007767
3013,Kepler-803,b,19h56m53.19s,299.221605,+44d41m37.9s,44.693874
3014,Kepler-804,b,19h33m29.34s,293.372270,+44d47m06.5s,44.785137
3015,Kepler-804,c,19h33m29.34s,293.372270,+44d47m06.5s,44.785137
3016,Kepler-805,b,19h32m55.19s,293.229945,+45d03m11.9s,45.053314
3017,Kepler-806,b,19h44m01.69s,296.007043,+44d51m12.4s,44.853443
3018,Kepler-807,b,19h16m04.84s,289.020172,+48d07m11.3s,48.119812
3019,Kepler-808,b,19h26m22.58s,291.594090,+48d26m44.2s,48.445614
3020,Kepler-809,b,19h16m20.07s,289.083643,+48d01m05.3s,48.018131
3021,Kepler-81,b,19h34m32.87s,293.636950,+42d49m29.9s,42.824970
3022,Kepler-81,c,19h34m32.87s,293.636950,+42d49m29.9s,42.824970
3023,Kepler-81,d,19h34m32.87s,293.636950,+42d49m29.9s,42.824970
3024,Kepler-810,b,19h46m27.57s,296.614859,+48d04m57.5s,48.082645
3025,Kepler-811,b,19h01m41.83s,285.424273,+47d50m04.6s,47.834614
3026,Kepler-812,b,19h15m25.27s,288.855290,+48d12m30.7s,48.208538
3027,Kepler-813,b,19h02m39.05s,285.662694,+48d26m07.3s,48.435371
3028,Kepler-814,b,18h59m38.52s,284.910486,+48d25m53.9s,48.431644
3029,Kepler-815,b,19h00m53.07s,285.221110,+47d52m53.0s,47.881382
3030,Kepler-816,b,19h33m27.08s,293.362842,+39d12m44.8s,39.212452
3031,Kepler-817,b,19h44m19.65s,296.081856,+39d09m41.8s,39.161617
3032,Kepler-818,b,19h44m56.43s,296.235105,+39d22m13.2s,39.370343
3033,Kepler-819,b,19h41m28.99s,295.370797,+39d10m38.0s,39.177218
3034,Kepler-82,b,19h31m29.61s,292.873390,+42d57m58.1s,42.966137
3035,Kepler-82,c,19h31m29.61s,292.873390,+42d57m58.1s,42.966137
3036,Kepler-82,d,19h31m29.61s,292.873390,+42d57m58.1s,42.966137
3037,Kepler-82,e,19h31m29.61s,292.873390,+42d57m58.1s,42.966137
3038,Kepler-820,b,19h24m04.83s,291.020145,+39d13m14.4s,39.220678
3039,Kepler-821,b,19h02m28.18s,285.617437,+39d22m46.3s,39.379530
3040,Kepler-822,b,19h29m06.27s,292.276118,+39d33m00.6s,39.550179
3041,Kepler-823,b,18h58m19.82s,284.582577,+39d13m12.7s,39.220204
3042,Kepler-824,b,19h21m54.58s,290.477412,+39d43m55.2s,39.732009
3043,Kepler-825,b,19h39m04.78s,294.769908,+39d23m54.7s,39.398514
3044,Kepler-825,c,19h39m04.78s,294.769908,+39d23m54.7s,39.398514
3045,Kepler-826,b,18h59m26.43s,284.860139,+39d14m26.0s,39.240548
3046,Kepler-827,b,19h39m51.85s,294.966046,+42d42m30.8s,42.708569
3047,Kepler-828,b,19h07m32.95s,286.887275,+42d28m16.5s,42.471256
3048,Kepler-829,b,18h49m19.87s,282.332793,+42d27m49.8s,42.463825
3049,Kepler-83,b,18h48m55.81s,282.232525,+43d39m56.3s,43.665627
3050,Kepler-83,c,18h48m55.81s,282.232525,+43d39m56.3s,43.665627
3051,Kepler-83,d,18h48m55.81s,282.232525,+43d39m56.3s,43.665627
3052,Kepler-830,b,19h40m13.03s,295.054286,+42d45m24.6s,42.756847
3053,Kepler-831,b,19h39m56.52s,294.985491,+42d43m39.6s,42.727669
3054,Kepler-832,b,19h43m42.26s,295.926094,+45d23m01.9s,45.383862
3055,Kepler-833,b,19h21m55.19s,290.479954,+45d36m02.5s,45.600700
3056,Kepler-834,b,19h08m13.08s,287.054516,+45d10m49.3s,45.180374
3057,Kepler-835,b,18h54m17.82s,283.574233,+45d44m05.3s,45.734802
3058,Kepler-836,b,19h09m48.67s,287.452778,+45d42m15.8s,45.704399
3059,Kepler-837,b,19h00m59.20s,285.246670,+45d57m00.7s,45.950195
3060,Kepler-838,b,19h01m44.52s,285.435512,+45d58m33.7s,45.976021
3061,Kepler-839,b,19h24m17.92s,291.074676,+45d14m33.3s,45.242584
3062,Kepler-84,b,19h53m00.49s,298.252049,+40d29m45.9s,40.496077
3063,Kepler-84,c,19h53m00.49s,298.252049,+40d29m45.9s,40.496077
3064,Kepler-84,d,19h53m00.49s,298.252049,+40d29m45.9s,40.496077
3065,Kepler-84,e,19h53m00.49s,298.252049,+40d29m45.9s,40.496077
3066,Kepler-84,f,19h53m00.49s,298.252049,+40d29m45.9s,40.496077
3067,Kepler-840,b,19h46m01.77s,296.507394,+49d27m26.2s,49.457291
3068,Kepler-841,b,18h57m00.31s,284.251306,+48d48m34.6s,48.809612
3069,Kepler-842,b,19h29m18.86s,292.328581,+49d39m12.7s,49.653538
3070,Kepler-843,b,19h45m17.28s,296.321994,+48d58m17.3s,48.971478
3071,Kepler-844,b,19h11m25.85s,287.857729,+48d46m26.8s,48.774113
3072,Kepler-845,b,19h23m49.82s,290.957565,+49d12m13.7s,49.203812
3073,Kepler-846,b,19h08m13.68s,287.057016,+49d02m45.7s,49.046021
3074,Kepler-847,b,18h54m01.15s,283.504798,+49d27m03.7s,49.451015
3075,Kepler-848,b,19h33m09.19s,293.288273,+48d48m41.8s,48.811619
3076,Kepler-849,b,19h23m24.43s,290.851779,+48d31m16.8s,48.521339
3077,Kepler-85,b,19h23m53.62s,290.973429,+45d17m25.1s,45.290318
3078,Kepler-85,c,19h23m53.62s,290.973429,+45d17m25.1s,45.290318
3079,Kepler-85,d,19h23m53.62s,290.973429,+45d17m25.1s,45.290318
3080,Kepler-85,e,19h23m53.62s,290.973429,+45d17m25.1s,45.290318
3081,Kepler-850,b,19h32m20.27s,293.084462,+48d34m31.4s,48.575390
3082,Kepler-851,b,19h38m43.27s,294.680286,+49d08m24.6s,49.140160
3083,Kepler-852,b,19h49m33.98s,297.391593,+48d33m38.5s,48.560692
3084,Kepler-853,b,18h55m44.84s,283.936824,+49d06m37.2s,49.110325
3085,Kepler-854,b,19h33m24.31s,293.351293,+43d08m04.7s,43.134640
3086,Kepler-855,b,19h40m22.80s,295.094990,+43d32m15.3s,43.537586
3087,Kepler-856,b,19h18m24.92s,289.603836,+46d18m53.8s,46.314953
3088,Kepler-857,b,19h38m31.77s,294.632389,+43d24m01.7s,43.400467
3089,Kepler-858,b,19h15m23.67s,288.848631,+51d12m32.6s,51.209049
3090,Kepler-859,b,19h06m58.05s,286.741873,+43d11m24.4s,43.190108
3091,Kepler-860,b,19h42m18.54s,295.577265,+46d15m17.1s,46.254742
3092,Kepler-861,b,19h29m24.94s,292.353929,+46d13m34.6s,46.226280
3093,Kepler-862,b,19h51m07.02s,297.779266,+46d29m33.9s,46.492741
3094,Kepler-863,b,19h50m39.49s,297.664523,+43d14m56.3s,43.248962
3095,Kepler-864,b,19h00m13.70s,285.057092,+46d19m14.4s,46.320675
3096,Kepler-865,b,19h50m53.83s,297.724283,+43d31m38.8s,43.527435
3097,Kepler-866,b,19h20m29.36s,290.122337,+43d05m08.0s,43.085560
3098,Kepler-867,b,19h09m08.48s,287.285313,+51d14m59.9s,51.249981
3099,Kepler-868,b,18h49m27.24s,282.363512,+46d40m30.9s,46.675240
3100,Kepler-869,b,19h17m41.90s,289.424591,+50d59m38.8s,50.994122
3101,Kepler-87,b,19h51m40.05s,297.916877,+46d57m54.5s,46.965130
3102,Kepler-87,c,19h51m40.05s,297.916877,+46d57m54.5s,46.965130
3103,Kepler-870,b,19h41m36.61s,295.402544,+50d28m43.1s,50.478634
3104,Kepler-871,b,19h38m06.51s,294.527110,+43d22m05.4s,43.368160
3105,Kepler-872,b,19h41m40.19s,295.417461,+43d36m20.3s,43.605640
3106,Kepler-873,b,19h45m36.77s,296.403212,+51d16m16.8s,51.271339
3107,Kepler-874,b,19h39m49.65s,294.956860,+43d00m51.6s,43.014328
3108,Kepler-875,b,19h49m12.31s,297.301300,+43d08m30.8s,43.141888
3109,Kepler-876,b,18h53m54.77s,283.478199,+43d23m01.6s,43.383781
3110,Kepler-877,b,19h19m26.19s,289.859129,+46d31m21.6s,46.522667
3111,Kepler-878,b,19h01m11.09s,285.296197,+46d36m12.4s,46.603439
3112,Kepler-879,b,19h43m13.58s,295.806573,+50d54m35.3s,50.909798
3113,Kepler-880,b,18h47m53.10s,281.971245,+43d40m22.0s,43.672771
3114,Kepler-881,b,19h15m58.22s,288.992588,+46d40m14.7s,46.670753
3115,Kepler-882,b,19h38m35.97s,294.649885,+43d20m08.1s,43.335587
3116,Kepler-883,b,19h05m44.08s,286.433673,+50d18m01.2s,50.300327
3117,Kepler-884,b,19h30m20.27s,292.584443,+49d55m23.4s,49.923161
3118,Kepler-885,b,19h14m38.77s,288.661559,+49d44m13.9s,49.737206
3119,Kepler-886,b,19h05m05.22s,286.271745,+43d35m42.8s,43.595234
3120,Kepler-887,b,19h20m21.79s,290.090807,+39d49m01.2s,39.816989
3121,Kepler-887,c,19h20m21.79s,290.090807,+39d49m01.2s,39.816989
3122,Kepler-888,b,19h42m05.09s,295.521206,+49d44m19.1s,49.738632
3123,Kepler-889,b,19h25m52.16s,291.467319,+50d45m34.2s,50.759489
3124,Kepler-890,b,19h13m44.58s,288.435745,+43d45m48.6s,43.763496
3125,Kepler-891,b,19h24m20.11s,291.083797,+40d21m18.9s,40.355255
3126,Kepler-892,b,18h52m31.11s,283.129641,+43d53m17.7s,43.888241
3127,Kepler-893,b,18h59m51.13s,284.963031,+43d54m46.8s,43.913006
3128,Kepler-894,b,19h14m56.18s,288.734088,+46d56m21.8s,46.939396
3129,Kepler-895,b,19h17m09.76s,289.290653,+51d24m32.0s,51.408891
3130,Kepler-896,b,18h49m45.40s,282.439182,+43d44m04.1s,43.734486
3131,Kepler-897,b,19h22m20.84s,290.586837,+51d41m45.0s,51.695820
3132,Kepler-898,b,19h06m20.49s,286.585389,+46d52m15.3s,46.870930
3133,Kepler-899,b,19h49m55.82s,297.482580,+40d40m50.8s,40.680780
3134,Kepler-9,b,19h02m17.76s,285.573981,+38d24m03.2s,38.400892
3135,Kepler-9,c,19h02m17.76s,285.573981,+38d24m03.2s,38.400892
3136,Kepler-9,d,19h02m17.76s,285.573981,+38d24m03.2s,38.400892
3137,Kepler-900,b,19h44m42.55s,296.177297,+46d59m56.5s,46.999020
3138,Kepler-901,b,19h24m36.71s,291.152951,+40d53m15.0s,40.887497
3139,Kepler-902,b,19h18m55.61s,289.731692,+46d57m13.8s,46.953823
3140,Kepler-903,b,19h15m05.04s,288.771018,+40d39m51.0s,40.664176
3141,Kepler-903,c,19h15m05.04s,288.771018,+40d39m51.0s,40.664176
3142,Kepler-904,b,19h15m17.50s,288.822916,+40d23m20.6s,40.389049
3143,Kepler-905,b,19h20m12.27s,290.051123,+46d42m48.1s,46.713375
3144,Kepler-906,b,19h25m37.33s,291.405561,+40d07m31.8s,40.125487
3145,Kepler-907,b,19h01m54.38s,285.476589,+41d37m57.9s,41.632740
3146,Kepler-908,b,19h41m17.40s,295.322517,+39d22m35.3s,39.376484
3147,Kepler-909,b,19h18m01.53s,289.506358,+45d22m15.6s,45.370998
3148,Kepler-91,b,19h02m41.49s,285.672872,+44d07m00.2s,44.116734
3149,Kepler-910,b,19h44m11.37s,296.047358,+42d44m34.8s,42.743006
3150,Kepler-911,b,19h54m21.40s,298.589186,+40d45m02.5s,40.750689
3151,Kepler-912,b,19h52m26.69s,298.111206,+41d45m30.0s,41.758333
3152,Kepler-913,b,19h50m19.95s,297.583122,+41d57m08.8s,41.952431
3153,Kepler-914,b,19h21m38.88s,290.412001,+44d53m57.6s,44.899330
3154,Kepler-915,b,19h22m22.10s,290.592077,+45d44m13.7s,45.737137
3155,Kepler-916,b,19h23m56.00s,290.983322,+45d58m23.9s,45.973301
3156,Kepler-917,b,19h56m12.30s,299.051260,+47d56m57.4s,47.949284
3157,Kepler-918,b,19h52m48.17s,298.200719,+48d16m04.2s,48.267838
3158,Kepler-919,b,19h52m27.55s,298.114772,+48d29m39.9s,48.494404
3159,Kepler-92,b,19h16m20.65s,289.086058,+41d33m46.6s,41.562941
3160,Kepler-92,c,19h16m20.65s,289.086058,+41d33m46.6s,41.562941
3161,Kepler-92,d,19h16m20.65s,289.086058,+41d33m46.6s,41.562941
3162,Kepler-920,b,18h57m11.27s,284.296949,+49d09m31.2s,49.158676
3163,Kepler-920,c,18h57m11.27s,284.296949,+49d09m31.2s,49.158676
3164,Kepler-921,b,18h58m27.89s,284.616205,+49d11m26.9s,49.190811
3165,Kepler-922,b,18h58m55.55s,284.731462,+49d31m59.5s,49.533195
3166,Kepler-923,b,19h36m41.06s,294.171085,+40d03m18.6s,40.055165
3167,Kepler-924,b,19h22m40.44s,290.668512,+40d23m51.8s,40.397718
3168,Kepler-925,b,19h20m25.57s,290.106539,+40d29m26.4s,40.490657
3169,Kepler-926,b,19h18m43.04s,289.679343,+40d42m01.7s,40.700466
3170,Kepler-927,b,19h17m32.04s,289.383510,+41d23m33.7s,41.392695
3171,Kepler-928,b,19h19m40.97s,289.920717,+41d32m34.2s,41.542828
3172,Kepler-929,b,19h53m55.47s,298.481124,+41d36m55.2s,41.615332
3173,Kepler-93,b,19h25m40.39s,291.418281,+38d40m20.5s,38.672354
3174,Kepler-93,c,19h25m40.39s,291.418281,+38d40m20.5s,38.672354
3175,Kepler-930,b,19h53m15.47s,298.314444,+42d14m50.8s,42.247434
3176,Kepler-931,b,19h48m31.83s,297.132641,+42d46m05.7s,42.768253
3177,Kepler-932,b,19h47m48.49s,296.952062,+43d16m19.1s,43.271969
3178,Kepler-933,b,19h18m16.48s,289.568659,+43d32m19.0s,43.538612
3179,Kepler-934,b,19h21m09.23s,290.288467,+43d45m19.2s,43.755322
3180,Kepler-935,b,19h40m05.20s,295.021668,+46d37m09.2s,46.619217
3181,Kepler-936,b,19h34m18.66s,293.577759,+46d44m10.8s,46.736347
3182,Kepler-937,b,19h36m40.51s,294.168805,+46d42m52.6s,46.714611
3183,Kepler-937,c,19h36m40.51s,294.168805,+46d42m52.6s,46.714611
3184,Kepler-938,b,19h39m09.39s,294.789143,+46d59m02.4s,46.983990
3185,Kepler-939,b,19h35m27.75s,293.865613,+47d01m36.6s,47.026829
3186,Kepler-94,b,18h44m46.74s,281.194747,+47d29m49.7s,47.497148
3187,Kepler-94,c,18h44m46.74s,281.194747,+47d29m49.7s,47.497148
3188,Kepler-940,b,19h36m57.91s,294.241293,+47d16m33.5s,47.275982
3189,Kepler-941,b,19h37m18.33s,294.326356,+47d13m03.4s,47.217613
3190,Kepler-942,b,19h39m49.23s,294.955114,+44d08m59.3s,44.149818
3191,Kepler-943,b,18h57m05.75s,284.273965,+41d32m06.1s,41.535023
3192,Kepler-944,b,19h34m24.30s,293.601262,+42d22m47.1s,42.379761
3193,Kepler-945,b,19h25m04.74s,291.269748,+42d05m45.8s,42.096046
3194,Kepler-946,b,20h03m43.11s,300.929606,+44d01m43.6s,44.028790
3195,Kepler-947,b,19h37m28.01s,294.366727,+42d15m09.6s,42.252678
3196,Kepler-948,b,19h33m12.06s,293.300231,+41d31m24.0s,41.523338
