rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec,con
292,HD 111232,b,12h48m51.75s,12.8143758,-68d25m30.5s,-68.425148,MUS
293,HD 111591,b,12h50m17.30s,12.838137800000002,+22d51m48.3s,22.863407000000002,COM
294,HD 111998,b,12h53m11.16s,12.886432933333333,-03d33m11.2s,-3.5530980000000003,VIR
295,HD 113337,b,13h01m46.93s,13.029701733333333,+63d36m36.8s,63.610226000000004,DRA
296,HD 113538,b,13h04m57.48s,13.082632466666668,-52d26m34.5s,-52.442924,CEN
297,HD 113538,c,13h04m57.48s,13.082632466666668,-52d26m34.5s,-52.442924,CEN
298,HD 113996,b,13h07m10.73s,13.119647199999998,+27d37m29.1s,27.624740999999997,COM
299,HD 114386,b,13h10m39.82s,13.177728266666666,-35d03m17.2s,-35.054783,CEN
300,HD 114613,b,13h12m03.19s,13.200885,-37d48m10.9s,-37.803020000000004,CEN
301,HD 114729,b,13h12m44.26s,13.212293466666667,-31d52m24.1s,-31.873347999999996,CEN
302,HD 114762,b,13h12m19.74s,13.205484,+17d31m01.6s,17.517122,COM
303,HD 114783,b,13h12m43.78s,13.212162266666667,-02d15m54.1s,-2.26504,VIR
304,HD 11506,b,01h52m50.53s,1.880703866666667,-19d30m25.1s,-19.506975,CET
305,HD 11506,c,01h52m50.53s,1.880703866666667,-19d30m25.1s,-19.506975,CET
306,HD 116029,b,13h20m39.54s,13.344317599999998,+24d38m55.3s,24.648699,COM
307,HD 117207,b,13h29m21.11s,13.4891978,-35d34m15.6s,-35.570995,CEN
308,HD 11755,b,01h58m50.09s,1.9805797333333333,+73d09m08.6s,73.15238199999997,CAS
309,HD 117618,b,13h32m25.55s,13.540431733333332,-47d16m16.9s,-47.271361999999996,CEN
310,HD 118203,b,13h34m02.54s,13.567371599999998,+53d43m42.7s,53.728531000000004,UMA
311,HD 11964,b,01h57m09.61s,1.9526684,-10d14m32.7s,-10.242428,CET
312,HD 11964,c,01h57m09.61s,1.9526684,-10d14m32.7s,-10.242428,CET
313,HD 11977,b,01h54m56.13s,1.9155920666666664,-67d38m50.3s,-67.647301,HYI
314,HD 120084,b,13h42m39.20s,13.710889666666667,+78d03m52.0s,78.064438,UMI
315,HD 121504,b,13h57m17.24s,13.954788199999998,-56d02m24.2s,-56.040043000000004,CEN
316,HD 12484,b,02h02m26.73s,2.0407582666666664,+02d48m57.1s,2.815859,PSC
317,HD 125595,b,14h21m23.18s,14.3564402,-40d23m38.2s,-40.393947999999995,CEN
318,HD 125612,b,14h20m53.51s,14.348198466666668,-17d28m53.5s,-17.481522000000002,VIR
319,HD 125612,c,14h20m53.51s,14.348198466666668,-17d28m53.5s,-17.481522000000002,VIR
320,HD 125612,d,14h20m53.51s,14.348198466666668,-17d28m53.5s,-17.481522000000002,VIR
321,HD 12648,b,02h18m59.68s,2.316576866666667,+85d44m10.1s,85.736153,CEP
322,HD 12661,b,02h04m34.29s,2.0761910666666665,+25d24m51.5s,25.414305,ARI
323,HD 12661,c,02h04m34.29s,2.0761910666666665,+25d24m51.5s,25.414305,ARI
324,HD 126614,b,14h26m48.28s,14.446744800000001,-05d10m40.0s,-5.17778,VIR
325,HD 128311,b,14h36m00.56s,14.600155666666668,+09d44m47.5s,9.746518,BOO
326,HD 128311,c,14h36m00.56s,14.600155666666668,+09d44m47.5s,9.746518,BOO
327,HD 128356,b,14h37m04.89s,14.618023666666666,-25d48m09.2s,-25.802563,HYA
328,HD 129445,b,14h46m03.07s,14.767518133333335,-68d45m45.9s,-68.762749,CIR
329,HD 130322,b,14h47m32.73s,14.792424533333335,-00d16m53.3s,-0.281476,VIR
330,HD 131496,b,14h53m23.03s,14.889729800000001,+18d14m07.4s,18.235401,BOO
331,HD 131664,b,15h00m06.08s,15.0016876,-73d32m07.2s,-73.53533900000002,APS
332,HD 13189,b,02h09m40.17s,2.161158733333333,+32d18m59.2s,32.316437,TRI
333,HD 132406,b,14h56m54.65s,14.9485138,+53d22m55.8s,53.38216800000001,BOO
334,HD 132563,b,14h58m21.52s,14.972644066666666,+44d02m35.3s,44.043147999999995,BOO
335,HD 133131 A,b,15h03m35.45s,15.059846999999998,-27d50m33.3s,-27.842572999999998,LIB
336,HD 133131 A,c,15h03m35.45s,15.059846999999998,-27d50m33.3s,-27.842572999999998,LIB
337,HD 133131 B,b,15h03m35.81s,15.059946666666667,-27d50m27.6s,-27.840994,LIB
338,HD 134987,b,15h13m28.67s,15.224629733333332,-25d18m33.6s,-25.309347,LIB
339,HD 134987,c,15h13m28.67s,15.224629733333332,-25d18m33.6s,-25.309347,LIB
340,HD 136418,b,15h19m06.18s,15.318383799999998,+41d43m59.5s,41.73320800000001,BOO
341,HD 137388 A,b,15h35m39.93s,15.594424466666664,-80d12m16.5s,-80.20459,APS
342,HD 13908,b,02h18m14.56s,2.304044333333333,+65d35m39.7s,65.59436,CAS
343,HD 13908,c,02h18m14.56s,2.304044333333333,+65d35m39.7s,65.59436,CAS
344,HD 13931,b,02h16m47.38s,2.2798276,+43d46m22.8s,43.772995,AND
345,HD 139357,b,15h35m16.20s,15.587832666666666,+53d55m19.7s,53.922142,DRA
346,HD 14067,b,02h17m10.44s,2.2862332666666663,+23d46m04.2s,23.767832000000002,ARI
347,HD 141399,b,15h46m53.81s,15.7816152,+46d59m10.5s,46.986263,BOO
348,HD 141399,c,15h46m53.81s,15.7816152,+46d59m10.5s,46.986263,BOO
349,HD 141399,d,15h46m53.81s,15.7816152,+46d59m10.5s,46.986263,BOO
350,HD 141399,e,15h46m53.81s,15.7816152,+46d59m10.5s,46.986263,BOO
351,HD 141937,b,15h52m17.55s,15.871541333333335,-18d26m09.8s,-18.436066,LIB
352,HD 142,b,00h06m19.18s,0.10532653333333332,-49d04m30.7s,-49.075191,PHE
353,HD 142,c,00h06m19.18s,0.10532653333333332,-49d04m30.7s,-49.075191,PHE
354,HD 142022 A,b,16h10m15.02s,16.170839466666667,-84d13m53.8s,-84.231613,OCT
355,HD 142245,b,15h52m56.28s,15.882299800000002,+15d25m50.5s,15.430708,SER1
356,HD 142415,b,15h57m40.79s,15.9613312,-60d12m00.9s,-60.200256,NOR
357,HD 143105,b,15h53m36.56s,15.893488533333333,+68d43m12.4s,68.720116,DRA
358,HD 143361,b,16h01m50.35s,16.030651866666666,-44d26m04.3s,-44.434536,NOR
359,HD 145377,b,16h11m36.45s,16.193457000000002,-27d04m41.4s,-27.078173,SCO
360,HD 145457,b,16h10m03.91s,16.167754133333332,+26d44m33.9s,26.74275,CRB
361,HD 145934,b,16h13m09.87s,16.21940933333333,+13d14m22.1s,13.239476000000002,HER
362,HD 1461,b,00h18m41.87s,0.31162986666666664,-08d03m10.8s,-8.053001,CET
363,HD 1461,c,00h18m41.87s,0.31162986666666664,-08d03m10.8s,-8.053001,CET
364,HD 147018,b,16h23m00.15s,16.383374,-61d41m19.5s,-61.688763,TRA
365,HD 147018,c,16h23m00.15s,16.383374,-61d41m19.5s,-61.688763,TRA
366,HD 147513,b,16h24m01.29s,16.400358066666666,-39d11m34.7s,-39.192982,SCO
367,HD 147873,b,16h25m45.15s,16.4292094,-33d34m01.6s,-33.56712,SCO
368,HD 147873,c,16h25m45.15s,16.4292094,-33d34m01.6s,-33.56712,SCO
369,HD 148156,b,16h28m17.28s,16.47146706666667,-46d19m03.4s,-46.317623,NOR
370,HD 148427,b,16h28m28.15s,16.474486266666666,-13d23m58.7s,-13.39964,OPH
371,HD 149026,b,16h30m29.62s,16.508227533333333,+38d20m50.3s,38.347309,HER
372,HD 149143,b,16h32m51.05s,16.54751386666667,+02d05m05.4s,2.084832,OPH
373,HD 1502,b,00h19m17.07s,0.3214073333333333,+14d03m17.1s,14.054754999999998,PSC
374,HD 150706,b,16h31m17.59s,16.521551533333334,+79d47m23.2s,79.789772,UMI
375,HD 152079,b,16h53m29.74s,16.891593399999998,-46d19m58.6s,-46.33295800000001,ARA
376,HD 152581,b,16h53m43.58s,16.895439666666668,+11d58m25.5s,11.973746,OPH
377,HD 153950,b,17h04m30.87s,17.075242133333333,-43d18m35.2s,-43.309769,SCO
378,HD 154345,b,17h02m36.41s,17.043445866666666,+47d04m54.8s,47.081882,HER
379,HD 154672,b,17h10m04.91s,17.1680318,-56d26m57.4s,-56.449268000000004,ARA
380,HD 154857,b,17h11m15.73s,17.187701399999998,-56d40m50.9s,-56.680797999999996,ARA
381,HD 154857,c,17h11m15.73s,17.187701399999998,-56d40m50.9s,-56.680797999999996,ARA
382,HD 155233,b,17h11m04.37s,17.184545866666667,-20d39m16.5s,-20.65457,OPH
383,HD 155358,b,17h09m34.61s,17.159615066666667,+33d21m21.1s,33.355854,HER
384,HD 155358,c,17h09m34.61s,17.159615066666667,+33d21m21.1s,33.355854,HER
385,HD 156279,b,17h12m23.20s,17.20644533333333,+63d21m07.5s,63.352093,DRA
386,HD 156411,b,17h19m51.40s,17.3309448,-48d32m57.6s,-48.54932,ARA
387,HD 156668,b,17h17m40.49s,17.294580066666665,+29d13m38.0s,29.227226,HER
388,HD 156846,b,17h20m34.31s,17.342862933333333,-19d20m01.5s,-19.333745999999998,OPH
389,HD 158038,b,17h25m45.43s,17.429286733333335,+27d18m12.0s,27.303340999999996,HER
390,HD 159243,b,17h33m21.55s,17.555985533333335,+05d42m02.6s,5.7007330000000005,OPH
391,HD 159243,c,17h33m21.55s,17.555985533333335,+05d42m02.6s,5.7007330000000005,OPH
392,HD 159868,b,17h38m59.52s,17.649867733333334,-43d08m43.9s,-43.145515,SCO
393,HD 159868,c,17h38m59.52s,17.649867733333334,-43d08m43.9s,-43.145515,SCO
394,HD 1605,b,00h20m31.52s,0.34208866666666665,+30d58m29.3s,30.974804,AND
395,HD 1605,c,00h20m31.52s,0.34208866666666665,+30d58m29.3s,30.974804,AND
396,HD 160691,b,17h44m08.70s,17.735750333333332,-51d50m02.6s,-51.834053000000004,ARA
397,HD 160691,c,17h44m08.70s,17.735750333333332,-51d50m02.6s,-51.834053000000004,ARA
398,HD 160691,d,17h44m08.70s,17.735750333333332,-51d50m02.6s,-51.834053000000004,ARA
399,HD 160691,e,17h44m08.70s,17.735750333333332,-51d50m02.6s,-51.834053000000004,ARA
400,HD 16141,b,02h35m19.93s,2.588869,-03d33m38.2s,-3.560602,CET
401,HD 16175,b,02h37m01.91s,2.6171974,+42d03m45.5s,42.062634,AND
402,HD 162020,b,17h50m38.36s,17.843988066666668,-40d19m06.1s,-40.318348,SCO
403,HD 163607,b,17h53m40.50s,17.894582133333326,+56d23m31.0s,56.39195600000001,DRA
404,HD 163607,c,17h53m40.50s,17.894582133333326,+56d23m31.0s,56.39195600000001,DRA
405,HD 16417,b,02h36m58.61s,2.6162798666666665,-34d34m40.7s,-34.577976,FOR
406,HD 164509,b,18h01m31.23s,18.0253418,+00d06m16.4s,0.104556,OPH
407,HD 164595,b,18h00m38.89s,18.010803199999994,+29d34m18.9s,29.571921999999997,HER
408,HD 164604,b,18h03m06.94s,18.051926666666667,-28d33m38.3s,-28.560644,SGR
409,HD 164922,b,18h02m30.86s,18.041906733333327,+26d18m46.8s,26.313002,HER
410,HD 164922,c,18h02m30.86s,18.041906733333327,+26d18m46.8s,26.313002,HER
411,HD 165155,b,18h05m57.35s,18.09926353333333,-29d55m02.1s,-29.917253000000002,SGR
412,HD 1666,b,00h20m52.34s,0.3478723333333333,-19d55m52.4s,-19.931225,CET
413,HD 166724,b,18h13m59.68s,18.2332438,-42d34m31.3s,-42.575375,CRA
414,HD 167042,b,18h10m31.64s,18.17545573333333,+54d17m11.6s,54.286552,DRA
415,HD 168443,b,18h20m03.93s,18.334425866666667,-09d35m44.6s,-9.595722,SER2
416,HD 168443,c,18h20m03.93s,18.334425866666667,-09d35m44.6s,-9.595722,SER2
417,HD 168746,b,18h21m49.78s,18.363828533333333,-11d55m21.7s,-11.922684,SER2
418,HD 1690,b,00h21m13.32s,0.3536998,-08d16m52.2s,-8.281169,CET
419,HD 169830,b,18h27m49.48s,18.463745133333333,-29d49m00.7s,-29.816865999999997,SGR
420,HD 169830,c,18h27m49.48s,18.463745133333333,-29d49m00.7s,-29.816865999999997,SGR
421,HD 170469,b,18h29m10.98s,18.486383066666672,+11d41m43.8s,11.695502000000001,OPH
422,HD 17092,b,02h46m22.11s,2.7728078000000003,+49d39m11.1s,49.653076,PER
423,HD 171028,b,18h32m15.49s,18.53763513333333,+06d56m44.7s,6.9457429999999984,OPH
424,HD 171238,b,18h34m43.67s,18.5787984,-28d04m20.3s,-28.072313,SGR
425,HD 17156,b,02h49m44.49s,2.8290242666666665,+71d45m11.6s,71.753235,CAS
426,HD 173416,b,18h43m36.11s,18.726696800000006,+36d33m23.8s,36.556606,LYR
427,HD 175167,b,19h00m00.83s,19.00023193333333,-69d56m39.3s,-69.944244,PAV
428,HD 175541,b,18h55m40.88s,18.92802326666667,+04d15m55.2s,4.265325,SER2
429,HD 175607,b,19h01m05.49s,19.01819053333333,-66d11m33.6s,-66.19268000000001,PAV
430,HD 17674,b,02h51m04.28s,2.8511902,+30d17m12.3s,30.286739,ARI
431,HD 177565,b,19h06m52.46s,19.114573133333334,-37d48m38.4s,-37.810658000000004,CRA
432,HD 177830,b,19h05m20.77s,19.0891032,+25d55m14.4s,25.92066,LYR
433,HD 177830,c,19h05m20.77s,19.0891032,+25d55m14.4s,25.92066,LYR
434,HD 178911 B,b,19h09m03.11s,19.150862600000004,+34d35m59.5s,34.59985,LYR
435,HD 179079,b,19h11m09.83s,19.186063666666666,-02d38m18.2s,-2.638385,AQL
436,HD 179949,b,19h15m33.23s,19.259230533333334,-24d10m45.7s,-24.179351999999998,SGR
437,HD 180314,b,19h14m50.21s,19.247279866666666,+31d51m37.3s,31.86035,LYR
438,HD 180902,b,19h19m17.71s,19.321586133333327,-23d33m29.4s,-23.558155,SGR
439,HD 181342,b,19h21m04.23s,19.351175933333334,-23d37m10.5s,-23.619572,SGR
440,HD 181433,b,19h25m09.57s,19.41932373333333,-66d28m07.7s,-66.468796,PAV
441,HD 181433,c,19h25m09.57s,19.41932373333333,-66d28m07.7s,-66.468796,PAV
442,HD 181433,d,19h25m09.57s,19.41932373333333,-66d28m07.7s,-66.468796,PAV
443,HD 181720,b,19h22m52.98s,19.381384266666668,-32d55m08.6s,-32.919056,SGR
444,HD 183263,b,19h28m24.57s,19.4734924,+08d21m29.0s,8.358054,AQL
445,HD 183263,c,19h28m24.57s,19.4734924,+08d21m29.0s,8.358054,AQL
446,HD 185269,b,19h37m11.74s,19.619928,+28d29m59.5s,28.499865000000003,CYG
447,HD 187085,b,19h49m33.97s,19.826102733333336,-37d46m50.0s,-37.780552,SGR
448,HD 187123,b,19h46m58.11s,19.7828084,+34d25m10.3s,34.419525,CYG
449,HD 187123,c,19h46m58.11s,19.7828084,+34d25m10.3s,34.419525,CYG
450,HD 18742,b,03h00m10.66s,3.0029604666666665,-20d48m09.4s,-20.802603,ERI
451,HD 188015,b,19h52m04.54s,19.867928066666664,+28d06m01.4s,28.100376,VUL
452,HD 189733,b,20h00m43.71s,20.012141933333336,+22d42m39.1s,22.710854,VUL
453,HD 190360,b,20h03m37.40s,20.0603902,+29d53m48.5s,29.896805,CYG
454,HD 190360,c,20h03m37.40s,20.0603902,+29d53m48.5s,29.896805,CYG
455,HD 190647,b,20h07m19.67s,20.122131333333336,-35d32m19.1s,-35.538631,SGR
456,HD 190984,b,20h11m30.72s,20.191866066666666,-64d37m13.7s,-64.620468,PAV
457,HD 191806,b,20h09m28.31s,20.157863333333328,+52d16m34.8s,52.276329,CYG
458,HD 192263,b,20h13m59.85s,20.2332906,-00d52m00.8s,-0.866877,AQL
459,HD 192310,b,20h15m17.39s,20.254829933333333,-27d01m58.7s,-27.032976,CAP
460,HD 192310,c,20h15m17.39s,20.254829933333333,-27d01m58.7s,-27.032976,CAP
461,HD 192699,b,20h16m06.01s,20.26833493333333,+04d34m50.9s,4.580794999999998,AQL
462,HD 195019,b,20h28m18.63s,20.471842466666672,+18d46m10.2s,18.769497,DEL
463,HD 196050,b,20h37m51.71s,20.631030266666667,-60d38m04.1s,-60.634482999999996,PAV
464,HD 196067,b,20h41m44.09s,20.695581066666666,-75d21m02.9s,-75.3508,OCT
465,HD 196885,b,20h39m51.88s,20.6644104,+11d14m58.7s,11.249649,DEL
466,HD 197037,b,20h39m32.96s,20.659155266666673,+42d14m54.8s,42.24855,CYG
467,HD 19994,b,03h12m46.44s,3.212899,-01d11m46.0s,-1.196101,CET
468,HD 200964,b,21h06m39.84s,21.111067733333336,+03d48m11.2s,3.803119,EQU
469,HD 200964,c,21h06m39.84s,21.111067733333336,+03d48m11.2s,3.803119,EQU
470,HD 202206,b,21h14m57.77s,21.249379466666664,-20d47m21.2s,-20.789209,CAP
471,HD 202206,c,21h14m57.77s,21.249379466666664,-20d47m21.2s,-20.789209,CAP
472,HD 203030,b,21h18m58.22s,21.316172266666666,+26d13m50.0s,26.23054500000001,VUL
473,HD 2039,b,00h24m20.28s,0.4056327333333334,-56d39m00.2s,-56.650047,PHE
474,HD 204313,b,21h28m12.21s,21.4700582,-21d43m34.5s,-21.726255,CAP
475,HD 204313,c,21h28m12.21s,21.4700582,-21d43m34.5s,-21.726255,CAP
476,HD 204941,b,21h32m23.51s,21.53986406666667,-20d57m26.7s,-20.957422,CAP
477,HD 205739,b,21h38m08.41s,21.63566893333333,-31d44m14.9s,-31.737484000000002,PSA
478,HD 206610,b,21h43m24.90s,21.723584,-07d24m29.7s,-7.408253,AQR
479,HD 20782,b,03h20m03.58s,3.3343272000000006,-28d51m14.7s,-28.854071,FOR
480,HD 207832,b,21h52m36.28s,21.8767456,-26d01m35.6s,-26.02656,PSA
481,HD 207832,c,21h52m36.28s,21.8767456,-26d01m35.6s,-26.02656,PSA
482,HD 20794,b,03h19m55.65s,3.3321250666666664,-43d04m11.2s,-43.069782000000004,ERI
483,HD 20794,c,03h19m55.65s,3.3321250666666664,-43d04m11.2s,-43.069782000000004,ERI
484,HD 20794,d,03h19m55.65s,3.3321250666666664,-43d04m11.2s,-43.069782000000004,ERI
485,HD 20794,e,03h19m55.65s,3.3321250666666664,-43d04m11.2s,-43.069782000000004,ERI
486,HD 208487,b,21h57m19.85s,21.95551353333333,-37d45m49.0s,-37.763622,GRU
487,HD 208527,b,21h56m23.99s,21.93999633333333,+21d14m23.5s,21.239859,PEG
488,HD 20868,b,03h20m42.69s,3.345193,-33d43m48.4s,-33.730103,FOR
489,HD 208897,b,21h58m59.69s,21.983247866666666,+19d01m13.1s,19.020301999999997,PEG
490,HD 209458,b,22h03m10.77s,22.05299273333333,+18d53m03.5s,18.884319,PEG
491,HD 210277,b,22h09m29.87s,22.15829673333333,-07d32m55.2s,-7.548653999999999,AQR
492,HD 210702,b,22h11m51.33s,22.19759113333333,+16d02m26.0s,16.04055,PEG
493,HD 212301,b,22h27m30.92s,22.45858966666667,-77d43m04.5s,-77.717926,OCT
494,HD 212771,b,22h27m03.07s,22.45085246666667,-17d15m49.2s,-17.263659,AQR
495,HD 213240,b,22h31m00.37s,22.516768399999997,-49d25m59.8s,-49.43327,GRU
496,HD 214823,b,22h40m19.87s,22.672186266666664,+31d47m15.3s,31.787594,PEG
497,HD 215497,b,22h46m36.75s,22.7768758,-56d35m58.3s,-56.599532999999994,TUC
498,HD 215497,c,22h46m36.75s,22.7768758,-56d35m58.3s,-56.599532999999994,TUC
499,HD 216435,b,22h53m37.93s,22.893870066666665,-48d35m53.8s,-48.598286,GRU
500,HD 216437,b,22h54m39.48s,22.910968000000004,-70d04m25.3s,-70.073708,IND
501,HD 216536,b,22h53m03.98s,22.884439866666664,+44d28m39.9s,44.477753,LAC
502,HD 216770,b,22h55m53.71s,22.93158566666667,-26d39m31.5s,-26.658764,PSA
503,HD 217107,b,22h58m15.54s,22.970983866666664,-02d23m43.4s,-2.3953849999999997,PSC
504,HD 217107,c,22h58m15.54s,22.970983866666664,-02d23m43.4s,-2.3953849999999997,PSC
505,HD 217786,b,23h03m08.20s,23.052278666666666,-00d25m46.6s,-0.429622,PSC
506,HD 218566,b,23h09m10.73s,23.15298053333333,-02d15m38.7s,-2.260742,PSC
507,HD 219077,b,23h14m06.58s,23.23516233333333,-62d42m00.0s,-62.700005000000004,TUC
508,HD 219134,b,23h13m16.98s,23.22138266666667,+57d10m06.1s,57.168354,CAS
509,HD 219134,c,23h13m16.98s,23.22138266666667,+57d10m06.1s,57.168354,CAS
510,HD 219134,d,23h13m16.98s,23.22138266666667,+57d10m06.1s,57.168354,CAS
511,HD 219134,f,23h13m16.98s,23.22138266666667,+57d10m06.1s,57.168354,CAS
512,HD 219134,g,23h13m16.98s,23.22138266666667,+57d10m06.1s,57.168354,CAS
513,HD 219134,h,23h13m16.98s,23.22138266666667,+57d10m06.1s,57.168354,CAS
514,HD 219415,b,23h14m53.83s,23.248285199999998,+56d43m49.2s,56.730328,CAS
515,HD 219828,b,23h18m46.74s,23.3129822,+18d38m44.6s,18.64572,PEG
516,HD 219828,c,23h18m46.74s,23.3129822,+18d38m44.6s,18.64572,PEG
517,HD 220074,b,23h20m14.38s,23.33732706666667,+61d58m12.5s,61.97012700000001,CAS
518,HD 220689,b,23h25m52.99s,23.43138633333333,-20d36m57.7s,-20.61603,AQR
519,HD 220773,b,23h26m27.44s,23.440956600000003,+08d38m37.8s,8.643844999999999,PEG
520,HD 220842,b,23h26m36.99s,23.4436076,+56d53m11.5s,56.88652800000001,CAS
521,HD 221287,b,23h31m20.34s,23.522316466666666,-58d12m35.0s,-58.209731999999995,TUC
522,HD 221585,b,23h32m54.05s,23.54834593333333,+63d09m19.7s,63.155483,CAS
523,HD 222076,b,23h38m07.95s,23.6355408,-70d54m12.1s,-70.903358,TUC
524,HD 222155,b,23h38m00.31s,23.6334188,+48d59m47.5s,48.996521,AND
525,HD 222582,b,23h41m51.53s,23.69764813333333,-05d59m08.7s,-5.9857569999999996,AQR
526,HD 224538,b,23h58m51.76s,23.98104453333333,-61d35m12.4s,-61.586773,TUC
527,HD 224693,b,23h59m53.83s,23.99828693333333,-22d25m41.2s,-22.428114,CET
528,HD 22781,b,03h40m49.53s,3.680423733333334,+31d49m34.6s,31.826290000000004,PER
529,HD 23079,b,03h39m43.09s,3.6619707999999997,-52d54m57.0s,-52.915836,RET
530,HD 23127,b,03h39m23.64s,3.6565663333333327,-60d04m40.2s,-60.07784300000001,RET
531,HD 231701,b,19h32m04.16s,19.53448893333333,+16d28m27.4s,16.474291,SGE
532,HD 233604,b,09h09m48.81s,9.163558666666667,+53d34m05.6s,53.56823000000001,UMA
533,HD 23596,b,03h48m00.37s,3.8001037333333336,+40d31m50.3s,40.530636,PER
534,HD 240210,b,23h10m29.23s,23.17478613333333,+57d01m46.0s,57.029456,CAS
535,HD 240237,b,23h15m42.22s,23.26172893333333,+58d02m35.7s,58.043240000000004,CAS
536,HD 24040,b,03h50m22.97s,3.8397132666666662,+17d28m34.9s,17.476366,TAU
537,HD 24064,b,03h56m36.30s,3.943416066666667,+74d04m48.1s,74.08003199999997,CAM
538,HD 25171,b,03h55m49.44s,3.9304000666666665,-65d11m12.0s,-65.186676,RET
539,HD 2638,b,00h29m59.87s,0.4999644,-05d45m50.4s,-5.764002,CET
540,HD 27442,b,04h16m29.03s,4.2747304,-59d18m07.8s,-59.302155000000006,RET
541,HD 27631,b,04h19m45.47s,4.3292974000000015,-41d57m37.0s,-41.960266,HOR
542,HD 27894,b,04h20m47.05s,4.3464019999999985,-59d24m39.0s,-59.410835,RET
543,HD 27894,c,04h20m47.05s,4.3464019999999985,-59d24m39.0s,-59.410835,RET
544,HD 27894,d,04h20m47.05s,4.3464019999999985,-59d24m39.0s,-59.410835,RET
545,HD 28185,b,04h26m26.32s,4.440644866666666,-10d33m03.0s,-10.550821000000001,ERI
546,HD 28254,b,04h24m50.71s,4.414084866666666,-50d37m19.9s,-50.622192,DOR
547,HD 285507,b,04h07m01.22s,4.117006933333333,+15d20m06.1s,15.335032,TAU
548,HD 285968,b,04h42m55.78s,4.715493799999999,+18d57m29.4s,18.958172,TAU
549,HD 28678,b,04h31m25.45s,4.5237370666666665,+04d34m31.0s,4.575287,TAU
550,HD 29021,b,04h37m52.22s,4.631172666666667,+60d40m34.3s,60.676196999999995,CAM
551,HD 290327,b,05h23m21.56s,5.389323399999999,-02d16m39.4s,-2.277619,ORI
552,HD 2952,b,00h33m10.39s,0.5528873999999999,+54d53m41.9s,54.894985,CAS
553,HD 30177,b,04h41m54.37s,4.698437,-58d01m14.7s,-58.02075600000001,DOR
554,HD 30177,c,04h41m54.37s,4.698437,-58d01m14.7s,-58.02075600000001,DOR
555,HD 30562,b,04h48m36.38s,4.8101069333333335,-05d40m26.6s,-5.674045,ERI
556,HD 30669,b,04h48m28.49s,4.807912666666667,-28d25m09.5s,-28.419297999999998,CAE
557,HD 30856,b,04h50m17.86s,4.8382950000000005,-24d22m07.8s,-24.368839,ERI
558,HD 31253,b,04h54m43.65s,4.9121261333333335,+12d21m07.9s,12.352200999999999,ORI
559,HD 3167,b,00h34m57.52s,0.5826456,+04d22m53.3s,4.381469,PSC
560,HD 3167,c,00h34m57.52s,0.5826456,+04d22m53.3s,4.381469,PSC
561,HD 3167,d,00h34m57.52s,0.5826456,+04d22m53.3s,4.381469,PSC
562,HD 32518,b,05h09m36.72s,5.1602000000000015,+69d38m21.9s,69.639404,CAM
563,HD 32963,b,05h07m55.76s,5.132156866666667,+26d19m40.7s,26.327963,TAU
564,HD 330075,b,15h49m37.69s,15.8271362,-49d57m48.7s,-49.963524,NOR
565,HD 33142,b,05h07m35.54s,5.126539133333334,-13d59m11.3s,-13.986479999999998,LEP
566,HD 33283,b,05h08m01.01s,5.1336146,-26d47m50.9s,-26.797471999999996,LEP
567,HD 33564,b,05h22m33.53s,5.375981133333332,+79d13m52.1s,79.231148,CAM
568,HD 33844,b,05h12m36.10s,5.210028066666666,-14d57m04.0s,-14.951111,LEP
569,HD 33844,c,05h12m36.10s,5.210028066666666,-14d57m04.0s,-14.951111,LEP
570,HD 34445,b,05h17m40.98s,5.2947164,+07d21m12.0s,7.353343,ORI
571,HD 34445,c,05h17m40.98s,5.2947164,+07d21m12.0s,7.353343,ORI
572,HD 34445,d,05h17m40.98s,5.2947164,+07d21m12.0s,7.353343,ORI
573,HD 34445,e,05h17m40.98s,5.2947164,+07d21m12.0s,7.353343,ORI
574,HD 34445,f,05h17m40.98s,5.2947164,+07d21m12.0s,7.353343,ORI
575,HD 34445,g,05h17m40.98s,5.2947164,+07d21m12.0s,7.353343,ORI
576,HD 35759,b,05h31m33.35s,5.5259307999999985,+64d19m07.6s,64.318779,CAM
577,HD 3651,b,00h39m21.81s,0.6560571999999999,+21d15m01.7s,21.250473,PSC
578,HD 37124,b,05h37m02.49s,5.6173574,+20d43m50.8s,20.730787,TAU
579,HD 37124,c,05h37m02.49s,5.6173574,+20d43m50.8s,20.730787,TAU
580,HD 37124,d,05h37m02.49s,5.6173574,+20d43m50.8s,20.730787,TAU
581,HD 37605,b,05h40m01.73s,5.667147333333332,+06d03m38.1s,6.060579,ORI
582,HD 37605,c,05h40m01.73s,5.667147333333332,+06d03m38.1s,6.060579,ORI
583,HD 38283,b,05h37m02.02s,5.6172272,-73d41m57.6s,-73.699341,MEN
584,HD 38529,b,05h46m34.91s,5.776364666666666,+01d10m05.5s,1.168193,ORI
585,HD 38529,c,05h46m34.91s,5.776364666666666,+01d10m05.5s,1.168193,ORI
586,HD 38801,b,05h47m59.18s,5.7997711333333335,-08d19m39.7s,-8.3277,ORI
587,HD 39091,b,05h37m09.89s,5.619414266666666,-80d28m08.8s,-80.469124,MEN
588,HD 40307,b,05h54m04.24s,5.901178,-60d01m24.5s,-60.023472,PIC
589,HD 40307,c,05h54m04.24s,5.901178,-60d01m24.5s,-60.023472,PIC
